,lat,lng
0,37.2612396733502,127.509590495898
1,37.2640843948605,127.504588233687
2,37.2859210264619,127.540261312872
3,37.4098978075815,127.205003781613
4,37.405114250273,127.23855848704
5,37.349882420596,127.349561885587
6,37.2578530434043,127.480344277066
7,37.2616456516489,127.464039130167
8,37.2615956743492,127.464307236518
9,37.2591820552153,127.470995541033
10,37.2594707118504,127.511587726179
11,37.2564831736063,127.510623351109
12,37.2637525114067,127.504130685864
13,37.2583856115974,127.511417610867
14,37.2551338613654,127.5126076081
15,37.2524130481068,127.510366726909
16,37.2526005560297,127.510449711985
17,37.2525314517434,127.51051124038
18,37.253615990151,127.510415194972
19,37.2532761361444,127.510306946734
20,37.2826886714916,127.633322715129
21,37.2820574770932,127.63251885352
22,37.2828584882432,127.632164606027
23,37.2920375098715,127.550964318206
24,37.2920193597811,127.551088916288
25,37.2919803517695,127.55089398019
26,37.2926994236584,127.550398492765
27,37.2918116609104,127.550433188539
28,37.2918401385245,127.550625791703
29,37.2926358085775,127.585511825136
30,37.4048698541602,127.238979792258
31,37.1855409322348,127.063463984312
32,37.1861638970549,127.06350853998
33,37.1833056140472,127.061726255449
34,37.1824952623114,127.061963100032
35,37.1810757018967,127.06203772864
36,37.1830610082192,127.062356477127
37,37.1799958701993,127.061880091344
38,37.1837091369562,127.06166712241
39,37.1838889418588,127.061407799992
40,37.1834169578012,127.061604157828
41,37.1849384956407,127.060696903079
42,37.1843169871005,127.061147550297
43,37.1845093349905,127.061200185116
44,37.1792126595163,127.06173373563
45,37.1784768082416,127.061656225215
46,37.1782271463437,127.059141256554
47,37.1864809495599,127.063055508246
48,37.1837234196102,127.062610295811
49,37.1771333840211,127.061561895234
50,37.1869041666163,127.06307038822
51,37.1806559246764,127.061991552356
52,37.1833670114714,127.061657835002
53,37.1835337855352,127.061679142385
54,37.1832078662323,127.061694418315
55,37.1801371136955,127.061960272983
56,37.1792390301277,127.061791863681
57,37.1786560867589,127.061716616628
58,37.1859242406436,127.060005193996
59,37.1855316850324,127.060470788312
60,37.1883607346697,127.058291306969
61,37.1892914118617,127.057597241142
62,37.1874318843036,127.058927244326
63,37.1899520241293,127.057121674532
64,37.1895891470552,127.057355548672
65,37.1907241582944,127.056512945525
66,37.1894649286229,127.057465489214
67,37.1894876946065,127.055833571729
68,37.1902657761368,127.057483440487
69,37.1896030031903,127.057582723911
70,37.18695076073,127.059210225264
71,37.623024787134,127.089857660422
72,37.6230601699626,127.090363592489
73,37.6229926746647,127.089906670122
74,37.6232880166847,127.090262712741
75,37.6230821789012,127.089977348726
76,37.6237666451682,127.090935249542
77,37.6238837515751,127.090846696308
78,37.6237179440448,127.090528753264
79,37.6306815772718,127.099694552454
80,37.6368681743551,127.110632323094
81,37.6211886494514,127.085638413339
82,37.6210934562976,127.085457294267
83,37.62105216067,127.08549927117
84,37.619934397847,127.080103232827
85,37.6197876336553,127.080754382391
86,37.6197732279497,127.082045880067
87,37.6202377866164,127.083318202628
88,37.6203000190174,127.083609493264
89,37.6200140490079,127.082838136444
90,37.6200030762548,127.082938935559
91,37.6205458450542,127.084191533217
92,37.6205396977329,127.084220410625
93,37.6208274898669,127.084825949505
94,37.6205838085765,127.0845249355
95,37.6202991365112,127.084090669865
96,37.6213792019463,127.078252199775
97,37.6200282057973,127.079814945119
98,37.6201168759853,127.079662350216
99,37.6202459971228,127.079380668539
100,37.6211625849383,127.078823207834
101,37.6223151144028,127.079112595346
102,37.6223592487366,127.077914988817
103,37.6221892513388,127.078022761929
104,37.6238852568468,127.077632029697
105,37.6245067561499,127.077634261923
106,37.6248484878747,127.077516354605
107,37.6240260115052,127.077737750443
108,37.6232418611897,127.077770123749
109,37.6230173202822,127.077792771519
110,37.6228153984556,127.07780887276
111,37.6225306705776,127.077833043387
112,37.6230221895237,127.090544900891
113,37.6231601995663,127.090572481048
114,37.6235872693068,127.092544011061
115,37.6213167946429,127.08683732958
116,37.6262937492394,127.076983284021
117,37.6261502092345,127.07700296006
118,37.6253366711165,127.077472795943
119,37.6258381947126,127.07714525767
120,37.625964131005,127.077178352352
121,37.626007612089,127.077234244462
122,37.6258809225364,127.077388287505
123,37.6256097747286,127.077450650025
124,37.6260488656112,127.077114323319
125,37.6259770145805,127.077316794054
126,37.625661353064,127.077249292232
127,37.6256743470085,127.077356694855
128,37.6256968023989,127.077462294858
129,37.6252038369692,127.077516497056
130,37.6277472110337,127.076165068261
131,37.6275305299521,127.076434233032
132,37.6268676769536,127.076707695569
133,37.6267838942894,127.076832219014
134,37.6276794914046,127.076111529692
135,37.6272800531764,127.076438167976
136,37.6271058879514,127.076584123263
137,37.6271677087138,127.076702679652
138,37.6267082647,127.076750352074
139,37.6280008986102,127.075792172098
140,37.6283973449962,127.075350767637
141,37.6285068306938,127.076028316617
142,37.628199287423,127.07622477688
143,37.6281025076502,127.076246201891
144,37.6280346834047,127.076215206264
145,37.6280925821254,127.075849586595
146,37.6282020110942,127.075913136592
147,37.6285177770098,127.075819318717
148,37.6285093333788,127.075919566502
149,37.6288761066966,127.074819606432
150,37.6289005199495,127.075250112459
151,37.628594424915,127.075579007603
152,37.6286379847276,127.075934311028
153,37.6288974568679,127.075108277033
154,37.629029071529,127.074997163792
155,37.6290646328027,127.075040700915
156,37.6290849408666,127.074842359474
157,37.6289660506375,127.075063145458
158,37.6288160016609,127.075541168388
159,37.6286935307426,127.075442373804
160,37.6287569342937,127.07590418511
161,37.6287349929343,127.076257156885
162,37.6287444054517,127.076331141203
163,37.628741797673,127.076183868845
164,37.6301657238392,127.072891289605
165,37.6305514606606,127.072558828764
166,37.6309969072054,127.07197186458
167,37.6310515069186,127.071971917234
168,37.6292085139096,127.074195965396
169,37.6291964256881,127.074648300659
170,37.6291870840756,127.074745376608
171,37.6310789553018,127.071728034796
172,37.6309524941975,127.071666624588
173,37.6243510256096,127.077558090618
174,37.6214582999333,127.086400598988
175,37.621753776418,127.087199860814
176,37.6223645408474,127.08867053988
177,37.6225054112625,127.088848775349
178,37.6219057296977,127.087380143953
179,37.6219405146111,127.087613982302
180,37.6236923920801,127.077713388363
181,37.6233994960238,127.077690881304
182,37.6205300455675,127.079026995817
183,9999.0,9999.0
184,37.6198083104786,127.081345904967
185,37.6301797650062,127.099650946533
186,9999.0,9999.0
187,9999.0,9999.0
188,37.631441770383,127.070098842014
189,37.6315768785621,127.069403942835
190,37.6314537167366,127.070463075756
191,37.6312737786422,127.071381106924
192,37.6312908692771,127.070979629711
193,37.6310936218949,127.065890547287
194,37.631517828473,127.06838463042
195,37.6316181145112,127.068373733306
196,37.6312625536501,127.067015874939
197,37.6313685849801,127.067515798443
198,37.6314410153662,127.067845420158
199,37.6394919588421,127.121415525597
200,37.6390450856782,127.120522107822
201,37.640048142665,127.122020780951
202,37.6388807877382,127.12003941216
203,37.6399500235445,127.122022659899
204,37.6399028873852,127.122036858768
205,37.6396402330024,127.121091952968
206,37.6395421529194,127.120967956075
207,37.6392428812682,127.120493195866
208,37.6388140215779,127.119953990117
209,37.6388961642603,127.119980634326
210,37.6389382970659,127.119924731969
211,37.6405799080424,127.123574572137
212,37.6404719424079,127.123515022981
213,37.6387947501612,127.119855841679
214,37.6384340377996,127.118924170591
215,37.6378653071738,127.117242938596
216,37.6376184821686,127.114351530273
217,37.6378690050955,127.113554294881
218,37.6376530347893,127.114954327916
219,37.6375098412529,127.113211929233
220,37.6373444856706,127.112200498978
221,37.6408111559393,127.188969374047
222,37.6417047091035,127.187867377351
223,37.6421075542958,127.187234113013
224,37.6424334696157,127.186817515251
225,37.6423906756604,127.186701950317
226,37.6425804612762,127.186392648714
227,37.6387936727454,127.191540128318
228,37.6384708713614,127.192357884971
229,37.6392329167628,127.190585342442
230,37.6400393213785,127.189675666092
231,37.6423263835442,127.18684863253
232,37.6426949587669,127.186403698812
233,37.6436337749929,127.185551484371
234,37.6436845332199,127.185129089048
235,37.643726720594,127.185000590296
236,37.6508144938447,127.182212196481
237,37.6477375383947,127.182743822964
238,37.6449682051287,127.184584992949
239,37.6490106780295,127.180956791462
240,37.6510462406809,127.181384407176
241,37.651160346369,127.18135748831
242,37.6512199683516,127.180667864231
243,37.6499891772266,127.179579310292
244,37.6504433038847,127.179024922792
245,37.6498187343155,127.179800886454
246,37.6501981468632,127.179084165591
247,37.6497808636972,127.180056436524
248,37.6509260306481,127.178264244998
249,37.651254413115,127.179113785148
250,37.6508452540499,127.179188385448
251,37.6509569919175,127.178821503609
252,37.6508199677599,127.178633067518
253,37.6526805857522,127.175874427731
254,37.651397899962,127.177889494911
255,37.6511904323388,127.178169123003
256,37.6510195916416,127.178119081525
257,37.6511835301722,127.178264973832
258,37.6513448668258,127.17810535364
259,37.6523240197891,127.176449252805
